"data[0].actor.id","data[0].actor.type","data[0].extensions[""com.instructure.canvas""].job_id","data[0].extensions[""com.instructure.canvas""].job_tag","data[0].extensions[""com.instructure.canvas""].version","data[0].eventtime","data[0].context","data[0].action","data[0].id","data[0].type","data[0].object.extensions[""com.instructure.canvas""].body","data[0].object.extensions[""com.instructure.canvas""].entity_id","data[0].object.name","data[0].object.id","data[0].object.type","data[0].edapp.id","data[0].edapp.type","dataversion","sensor","sendtime","data[0].session.id","data[0].session.type","data[0].referrer","data[0].extensions[""com.instructure.canvas""].hostname","data[0].extensions[""com.instructure.canvas""].client_ip","data[0].extensions[""com.instructure.canvas""].request_id","data[0].extensions[""com.instructure.canvas""].request_url","data[0].extensions[""com.instructure.canvas""].user_agent","data[0].object.extensions[""com.instructure.canvas""].http_method","data[0].object.extensions[""com.instructure.canvas""].filename","data[0].object.extensions[""com.instructure.canvas""].asset_name","data[0].object.extensions[""com.instructure.canvas""].asset_type","data[0].object.extensions[""com.instructure.canvas""].display_name","data[0].object.extensions[""com.instructure.canvas""].context_account_id","data[0].group.extensions[""com.instructure.canvas""].context_type","data[0].group.extensions[""com.instructure.canvas""].entity_id","data[0].group.id","data[0].group.type","data[0].membership.organization.id","data[0].membership.organization.type","data[0].membership.roles[0]","data[0].membership.member.id","data[0].membership.member.type","data[0].membership.id","data[0].membership.type","data[0].actor.extensions[""com.instructure.canvas""].root_account_id","data[0].actor.extensions[""com.instructure.canvas""].user_login","data[0].actor.extensions[""com.instructure.canvas""].root_account_lti_guid","data[0].actor.extensions[""com.instructure.canvas""].entity_id","data[0].actor.extensions[""com.instructure.canvas""].root_account_uuid","data[0].object.extensions[""com.instructure.canvas""].url","data[0].object.extensions[""com.instructure.canvas""].domain","data[0].object.extensions[""com.instructure.canvas""].asset_subtype","subscription.owner_id","subscription.id","data[0].object.extensions[""com.instructure.canvas""].context_type","data[0].object.extensions[""com.instructure.canvas""].context_id","data[0].object.extensions[""com.instructure.canvas""].folder_id","data[0].object.datecreated","data[0].object.mediatype","data[0].object.extensions[""com.instructure.canvas""].workflow_state","data[0].object.description","data[0].object.datemodified","data[0].object.maxscore.numberstr","data[0].object.extensions[""com.instructure.canvas""].restricted_access","data[0].object.extensions[""com.instructure.canvas""].state_is_current","data[0].object.extensions[""com.instructure.canvas""].state","data[0].object.extensions[""com.instructure.canvas""].access_is_current","data[0].actor.extensions[""com.instructure.canvas""].user_sis_id","data[0].object.extensions[""com.instructure.canvas""].redirect_url","data[0].object.datetosubmit","data[0].actor.extensions[""com.instructure.canvas""].real_user_id","data[0].object.extensions[""com.instructure.canvas""].developer_key_id","data[0].membership.organization.suborganizationof.id","data[0].membership.organization.suborganizationof.type","data[0].object.extensions[""com.instructure.canvas""].course_id","data[0].object.extensions[""com.instructure.canvas""].course_section_id","data[0].object.extensions[""com.instructure.canvas""].user_id","data[0].object.extensions[""com.instructure.canvas""].user_name","data[0].object.extensions[""com.instructure.canvas""].type","data[0].object.extensions[""com.instructure.canvas""].limit_privileges_to_course_section","data[0].object.assignee.id","data[0].object.assignee.type","data[0].object.assignable.id","data[0].object.assignable.type","data[0].object.extensions[""com.instructure.canvas""].is_admin","data[0].object.creators[0].id","data[0].object.creators[0].type","data[0].object.body","data[0].generated.extensions[""com.instructure.canvas""].grade","data[0].generated.extensions[""com.instructure.canvas""].entity_id","data[0].generated.scoregiven.numberstr","data[0].generated.id","data[0].generated.type","data[0].generated.maxscore.numberstr","data[0].generated.attempt.extensions[""com.instructure.canvas""].grade","data[0].generated.attempt.id","data[0].generated.attempt.assignee.id","data[0].generated.attempt.assignee.type","data[0].generated.attempt.type","data[0].generated.attempt.assignable.id","data[0].generated.attempt.assignable.type","data[0].object.extensions[""com.instructure.canvas""].grade","data[0].object.extensions[""com.instructure.canvas""].is_announcement"
"urn:instructure:canvas:user:97140000000000002","Person",,,"1.0.0","2020-05-16T23:53:46.458Z","http://purl.imsglobal.org/ctx/caliper/v1p1","NavigatedTo","urn:uuid:72954eea-6d21-43d3-a2bd-078787cadb50","NavigationEvent",,"97140000000000392","home","urn:instructure:canvas:course:97140000000000392","Entity","http://unicon.instructure.com/","SoftwareApplication","http://purl.imsglobal.org/ctx/caliper/v1p1","http://unicon.instructure.com/","2020-05-16T23:53:47.251Z","urn:instructure:canvas:session:8092c2c10fd11a04d3cac01d28132d32","Session","https://unicon.instructure.com/courses/392/gradebook","unicon.instructure.com","73.222.187.111","86675a4a-22d9-4100-9f29-c9afe956ac70","https://unicon.instructure.com/courses/392","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36","GET",,"Brown Live Events Test","course",,,"Course","97140000000000392","urn:instructure:canvas:course:97140000000000392","CourseOffering","urn:instructure:canvas:course:97140000000000392","CourseOffering","Instructor","urn:instructure:canvas:user:97140000000000002","Person","urn:instructure:canvas:course:97140000000000392:Instructor:97140000000000002","Membership","97140000000000001","lfeng@unicon.net","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2:canvas-lms","97140000000000002","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2",,,"home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"urn:instructure:canvas:user:97140000000000002","Person",,,"1.0.0","2020-05-16T23:52:08.261Z","http://purl.imsglobal.org/ctx/caliper/v1p1","NavigatedTo","urn:uuid:c6866ebb-e903-44d0-bdd0-c3eda086cfbd","NavigationEvent",,"97140000000000023","context_external_tool","urn:instructure:canvas:context_external_tool:97140000000000023","Entity","http://unicon.instructure.com/","SoftwareApplication","http://purl.imsglobal.org/ctx/caliper/v1p1","http://unicon.instructure.com/","2020-05-16T23:52:08.714Z","urn:instructure:canvas:session:8092c2c10fd11a04d3cac01d28132d32","Session","https://unicon.instructure.com/courses/392/assignments/1201/edit","unicon.instructure.com","73.222.187.111","c2f346a6-6de6-448e-9c01-25e01275cf98","https://unicon.instructure.com/courses/392/external_tools/23/resource_selection?placement=resource_selection&secure_params=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjQ0MTRhYTY5LWRmZGEtNDE3NS05ZjJlLTI5N2Y5ZTJmZGRlYiJ9.YzfGmuEdaSBBVVZLKzDmFdfpo3hTXdmtzmNzNdqw6u8","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36","GET",,"Khan Academy","context_external_tool",,"97140000000000002","Course","97140000000000392","urn:instructure:canvas:course:97140000000000392","CourseOffering","urn:instructure:canvas:course:97140000000000392","CourseOffering","Instructor","urn:instructure:canvas:user:97140000000000002","Person","urn:instructure:canvas:course:97140000000000392:Instructor:97140000000000002","Membership","97140000000000001","lfeng@unicon.net","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2:canvas-lms","97140000000000002","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2","https://www.edu-apps.org/lti_public_resources/?tool_id=khan_academy","edu-apps.org",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"urn:instructure:canvas:user:97140000000000002","Person",,,"1.0.0","2020-05-16T23:51:21.834Z","http://purl.imsglobal.org/ctx/caliper/v1p1","NavigatedTo","urn:uuid:be5a5c5f-bae5-4e74-8108-600b55799434","NavigationEvent",,"97140000000000023","context_external_tool","urn:instructure:canvas:context_external_tool:97140000000000023","Entity","http://unicon.instructure.com/","SoftwareApplication","http://purl.imsglobal.org/ctx/caliper/v1p1","http://unicon.instructure.com/","2020-05-16T23:51:22.501Z","urn:instructure:canvas:session:8092c2c10fd11a04d3cac01d28132d32","Session","https://unicon.instructure.com/courses/392/assignments/1201/edit","unicon.instructure.com","73.222.187.111","70b08b80-41be-4c8c-b249-9505b3be5c0b","https://unicon.instructure.com/courses/392/external_tools/23/resource_selection?placement=resource_selection&secure_params=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJsdGlfYXNzaWdubWVudF9pZCI6IjQ0MTRhYTY5LWRmZGEtNDE3NS05ZjJlLTI5N2Y5ZTJmZGRlYiJ9.YzfGmuEdaSBBVVZLKzDmFdfpo3hTXdmtzmNzNdqw6u8","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36","GET",,"Khan Academy","context_external_tool",,"97140000000000002","Course","97140000000000392","urn:instructure:canvas:course:97140000000000392","CourseOffering","urn:instructure:canvas:course:97140000000000392","CourseOffering","Instructor","urn:instructure:canvas:user:97140000000000002","Person","urn:instructure:canvas:course:97140000000000392:Instructor:97140000000000002","Membership","97140000000000001","lfeng@unicon.net","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2:canvas-lms","97140000000000002","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2","https://www.edu-apps.org/lti_public_resources/?tool_id=khan_academy","edu-apps.org",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"urn:instructure:canvas:user:97140000000000002","Person",,,"1.0.0","2020-05-16T23:50:53.034Z","http://purl.imsglobal.org/ctx/caliper/v1p1","NavigatedTo","urn:uuid:8bf9a081-e64a-4ab8-83e6-a6115bf9ec37","NavigationEvent",,"97140000000000392","assignments","urn:instructure:canvas:course:97140000000000392","Entity","http://unicon.instructure.com/","SoftwareApplication","http://purl.imsglobal.org/ctx/caliper/v1p1","http://unicon.instructure.com/","2020-05-16T23:50:53.835Z","urn:instructure:canvas:session:8092c2c10fd11a04d3cac01d28132d32","Session","https://unicon.instructure.com/courses/392","unicon.instructure.com","73.222.187.111","9e2af708-296b-4ee3-aaee-ebdd01dc3569","https://unicon.instructure.com/courses/392/assignments","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36","GET",,"Brown Live Events Test","course",,"97140000000000002","Course","97140000000000392","urn:instructure:canvas:course:97140000000000392","CourseOffering","urn:instructure:canvas:course:97140000000000392","CourseOffering","Instructor","urn:instructure:canvas:user:97140000000000002","Person","urn:instructure:canvas:course:97140000000000392:Instructor:97140000000000002","Membership","97140000000000001","lfeng@unicon.net","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2:canvas-lms","97140000000000002","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2",,,"assignments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"urn:instructure:canvas:user:97140000000000002","Person",,,"1.0.0","2020-05-16T23:50:46.238Z","http://purl.imsglobal.org/ctx/caliper/v1p1","NavigatedTo","urn:uuid:be55da62-b037-4d36-8da7-dbbb89d4c79b","NavigationEvent",,"97140000000000392","home","urn:instructure:canvas:course:97140000000000392","Entity","http://unicon.instructure.com/","SoftwareApplication","http://purl.imsglobal.org/ctx/caliper/v1p1","http://unicon.instructure.com/","2020-05-16T23:50:46.808Z","urn:instructure:canvas:session:8092c2c10fd11a04d3cac01d28132d32","Session","https://unicon.instructure.com/accounts/1?search_term=live","unicon.instructure.com","73.222.187.111","169bddc2-c107-4489-8b0a-eb754d3e1b3c","https://unicon.instructure.com/courses/392","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.138 Safari/537.36","GET",,"Brown Live Events Test","course",,,"Course","97140000000000392","urn:instructure:canvas:course:97140000000000392","CourseOffering","urn:instructure:canvas:course:97140000000000392","CourseOffering","Instructor","urn:instructure:canvas:user:97140000000000002","Person","urn:instructure:canvas:course:97140000000000392:Instructor:97140000000000002","Membership","97140000000000001","lfeng@unicon.net","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2:canvas-lms","97140000000000002","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2",,,"home",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"urn:instructure:canvas:user:97140000000000031","Person",,,"1.0.0","2020-05-12T21:45:33.964Z","http://purl.imsglobal.org/ctx/caliper/v1p1","NavigatedTo","urn:uuid:a55de647-ff10-44bf-833a-4438b6d1555f","NavigationEvent",,"97140000000000222","context_external_tool","urn:instructure:canvas:context_external_tool:97140000000000222","Entity","http://unicon.instructure.com/","SoftwareApplication","http://purl.imsglobal.org/ctx/caliper/v1p1","http://unicon.instructure.com/","2020-05-12T21:45:34.205Z","urn:instructure:canvas:session:2005271b172ba4519060d07d3c329ad2","Session","https://unicon.instructure.com/courses/392/modules","unicon.instructure.com","107.2.29.150","7e4b71f2-704c-40da-bb1d-7089d598cafe","https://unicon.instructure.com/courses/392/modules/items/6157","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15","GET",,"Assistments Tool","context_external_tool",,"97140000000000002","Course","97140000000000392","urn:instructure:canvas:course:97140000000000392","CourseOffering","urn:instructure:canvas:course:97140000000000392","CourseOffering","Learner","urn:instructure:canvas:user:97140000000000031","Person","urn:instructure:canvas:course:97140000000000392:Learner:97140000000000031","Membership","97140000000000001","brettreyes@mailinator.com","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2:canvas-lms","97140000000000031","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2",,"www.assistments.org",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"urn:instructure:canvas:user:97140000000000031","Person",,,"1.0.0","2020-05-12T21:45:26.947Z","http://purl.imsglobal.org/ctx/caliper/v1p1","NavigatedTo","urn:uuid:9f159f59-c5c2-40cd-93f3-99c845fd85e8","NavigationEvent",,"97140000000000392","assignments","urn:instructure:canvas:course:97140000000000392","Entity","http://unicon.instructure.com/","SoftwareApplication","http://purl.imsglobal.org/ctx/caliper/v1p1","http://unicon.instructure.com/","2020-05-12T21:45:27.180Z","urn:instructure:canvas:session:2005271b172ba4519060d07d3c329ad2","Session","https://unicon.instructure.com/courses/392/assignments/1201","unicon.instructure.com","107.2.29.150","d2b5a26e-01e5-48c4-8bea-4a976ad43f4a","https://unicon.instructure.com/courses/392/assignments","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15","GET",,"Brown Live Events Test","course",,"97140000000000002","Course","97140000000000392","urn:instructure:canvas:course:97140000000000392","CourseOffering","urn:instructure:canvas:course:97140000000000392","CourseOffering","Learner","urn:instructure:canvas:user:97140000000000031","Person","urn:instructure:canvas:course:97140000000000392:Learner:97140000000000031","Membership","97140000000000001","brettreyes@mailinator.com","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2:canvas-lms","97140000000000031","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2",,,"assignments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"urn:instructure:canvas:user:97140000000000027","Person",,,"1.0.0","2020-05-12T21:45:16.063Z","http://purl.imsglobal.org/ctx/caliper/v1p1","NavigatedTo","urn:uuid:bc6d062f-8ec3-4ff7-b5a6-78e2dd570a65","NavigationEvent",,"97140000000000392","assignments","urn:instructure:canvas:course:97140000000000392","Entity","http://unicon.instructure.com/","SoftwareApplication","http://purl.imsglobal.org/ctx/caliper/v1p1","http://unicon.instructure.com/","2020-05-12T21:45:16.262Z","urn:instructure:canvas:session:14b5fafb7a02f4eb655a9d726abac285","Session","https://unicon.instructure.com/courses/392/external_tools/221","unicon.instructure.com","107.2.29.150","ad38ea73-25b3-486a-950e-0b581be5b7d4","https://unicon.instructure.com/courses/392/assignments","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.163 Safari/537.36","GET",,"Brown Live Events Test","course",,"97140000000000002","Course","97140000000000392","urn:instructure:canvas:course:97140000000000392","CourseOffering","urn:instructure:canvas:course:97140000000000392","CourseOffering","Learner","urn:instructure:canvas:user:97140000000000027","Person","urn:instructure:canvas:course:97140000000000392:Learner:97140000000000027","Membership","97140000000000001","anntax@mailinator.com","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2:canvas-lms","97140000000000027","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2",,,"assignments",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"urn:instructure:canvas:user:97140000000000031","Person",,,"1.0.0","2020-05-12T21:45:05.885Z","http://purl.imsglobal.org/ctx/caliper/v1p1","NavigatedTo","urn:uuid:87253964-bbf7-4d35-8a57-fde1704aaf90","NavigationEvent",,"97140000000001201",,"urn:instructure:canvas:assignment:97140000000001201","AssignableDigitalResource","http://unicon.instructure.com/","SoftwareApplication","http://purl.imsglobal.org/ctx/caliper/v1p1","http://unicon.instructure.com/","2020-05-12T21:45:06.300Z","urn:instructure:canvas:session:2005271b172ba4519060d07d3c329ad2","Session","https://unicon.instructure.com/courses/392/assignments/1201","unicon.instructure.com","107.2.29.150","cde980a5-6da9-4bea-9ef0-7dc170eed358","https://unicon.instructure.com/courses/392/assignments/1201/submissions","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15","POST",,"test LTI assignment","assignment",,"97140000000000002","Course","97140000000000392","urn:instructure:canvas:course:97140000000000392","CourseOffering","urn:instructure:canvas:course:97140000000000392","CourseOffering","Learner","urn:instructure:canvas:user:97140000000000031","Person","urn:instructure:canvas:course:97140000000000392:Learner:97140000000000031","Membership","97140000000000001","brettreyes@mailinator.com","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2:canvas-lms","97140000000000031","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"urn:instructure:canvas:user:97140000000000031","Person",,,"1.0.0","2020-05-12T21:45:05.790Z","http://purl.imsglobal.org/ctx/caliper/v1p1","Submitted","urn:uuid:31874218-fe50-4169-857b-89a0b59b20a1","AssignableEvent",,"97140000000003492",,"urn:instructure:canvas:submission:97140000000003492","Attempt","http://unicon.instructure.com/","SoftwareApplication","http://purl.imsglobal.org/ctx/caliper/v1p1","http://unicon.instructure.com/","2020-05-12T21:45:06.829Z","urn:instructure:canvas:session:2005271b172ba4519060d07d3c329ad2","Session","https://unicon.instructure.com/courses/392/assignments/1201","unicon.instructure.com","107.2.29.150","cde980a5-6da9-4bea-9ef0-7dc170eed358","https://unicon.instructure.com/courses/392/assignments/1201/submissions","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Safari/605.1.15",,,,,,,"Course","97140000000000392","urn:instructure:canvas:course:97140000000000392","CourseOffering","urn:instructure:canvas:course:97140000000000392","CourseOffering","Learner","urn:instructure:canvas:user:97140000000000031","Person","urn:instructure:canvas:course:97140000000000392:Learner:97140000000000031","Membership","97140000000000001","brettreyes@mailinator.com","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2:canvas-lms","97140000000000031","pot28yNpDSZs1FvMQa42MiPWlROLQCAedzQX6Mc2",,,,,,,,,"2020-05-12T21:45:05.000Z",,,,,,,,,,,,,,,,,,,,,,,"urn:instructure:canvas:user:97140000000000031","Person","urn:instructure:canvas:assignment:97140000000001201","AssignableDigitalResource",,,,"<p>Done but didn’t even click video</p>",,,,,,,,,,,,,,,
